Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
dentifera,Bruin,2014,2014287,287,14-Oct-14,10/14/2014,169,67,59,29,13,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00591716,0,0,0,0,NA,NA,NA,6731,45994.9,6731,0,31411.1,0,7852.8,0,0,0
dentifera,Bruin,2014,2014300,300,27-Oct-14,10/27/2014,62,28,15,16,3,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1682.7,17107.8,1682.7,0,14303.3,0,1121.8,0,0,0
dentifera,Bruin,2014,2014315,315,11-Nov-14,11/11/2014,9,1,0,6,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21454.9,0,0,21034.2,0,420.7,0,0,0
dubia,Bruin,2014,2014204,204,23-Jul-14,7/23/2014,197,87,109,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.005076142,0,0,0,NA,NA,NA,7993,52725.8,7151.6,33234.1,4347.1,0,7993,0,0,0
dubia,Bruin,2014,2014216,216,4-Aug-14,8/4/2014,205,55,149,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.004878049,0,0,0,0,NA,NA,NA,18790.6,86380.5,21034.2,21595.1,24960.6,0,18790.6,0,0,0
dubia,Bruin,2014,2014230,230,18-Aug-14,8/18/2014,154,56,96,0,0,2,0,0,0,0,0,0,NA,NA,NA,0.012987013,0,0,0,0,0,0,NA,NA,NA,17668.8,40175.5,7993,6731,7782.7,0,17668.8,0,0,0
dubia,Bruin,2014,2014245,245,2-Sep-14,9/2/2014,230,120,109,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.004347826,0,0,0,0,0,0,NA,NA,NA,22296.3,54899.4,20823.9,6941.3,4837.9,0,22296.3,0,0,0
dubia,Bruin,2014,2014258,258,15-Sep-14,9/15/2014,169,77,91,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00591716,0,0,0,0,NA,NA,NA,14022.8,46275.3,9535.5,11218.3,10937.8,560.9,14022.8,0,0,0
dubia,Bruin,2014,2014272,272,29-Sep-14,9/29/2014,173,59,111,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.01734104,0,0,0,NA,NA,NA,11779.2,49220.1,12830.9,1051.7,23558.3,0,11779.2,0,0,0
dubia,Bruin,2014,2014287,287,14-Oct-14,10/14/2014,196,81,107,5,0,0,0,1,2,0,0,0,NA,NA,NA,0,0,0.005102041,0.010204082,0,0,0,NA,NA,NA,7852.8,45994.9,6731,0,31411.1,0,7852.8,0,0,0
dubia,Bruin,2014,2014300,300,27-Oct-14,10/27/2014,15,2,11,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.8,17107.8,1682.7,0,14303.3,0,1121.8,0,0,0
dubia,Bruin,2014,2014315,315,11-Nov-14,11/11/2014,12,8,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7,21454.9,0,0,21034.2,0,420.7,0,0,0
parvula,Bruin,2014,2014287,287,14-Oct-14,10/14/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45994.9,6731,0,31411.1,0,7852.8,0,0,0
pulicaria,Bruin,2014,2014204,204,23-Jul-14,7/23/2014,241,102,132,7,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,33234.1,52725.8,7151.6,33234.1,4347.1,0,7993,0,0,0
pulicaria,Bruin,2014,2014216,216,4-Aug-14,8/4/2014,258,137,118,1,0,0,0,2,0,0,0,0,NA,NA,NA,0,0,0.007751938,0,0,0,0,NA,NA,NA,21595.1,86380.5,21034.2,21595.1,24960.6,0,18790.6,0,0,0
pulicaria,Bruin,2014,2014230,230,18-Aug-14,8/18/2014,202,69,130,1,0,0,0,2,0,0,0,0,NA,NA,NA,0,0,0.00990099,0,0,0,0,NA,NA,NA,6731,40175.5,7993,6731,7782.7,0,17668.8,0,0,0
pulicaria,Bruin,2014,2014245,245,2-Sep-14,9/2/2014,262,102,153,0,0,0,0,6,1,0,0,0,NA,NA,NA,0,0,0.022900763,0.003816794,0,0,0,NA,NA,NA,6941.3,54899.4,20823.9,6941.3,4837.9,0,22296.3,0,0,0
pulicaria,Bruin,2014,2014258,258,15-Sep-14,9/15/2014,147,28,117,1,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.006802721,0,0,0,0,NA,NA,NA,11218.3,46275.3,9535.5,11218.3,10937.8,560.9,14022.8,0,0,0
pulicaria,Bruin,2014,2014272,272,29-Sep-14,9/29/2014,13,5,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051.7,49220.1,12830.9,1051.7,23558.3,0,11779.2,0,0,0
pulicaria,Bruin,2014,2014287,287,14-Oct-14,10/14/2014,6,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45994.9,6731,0,31411.1,0,7852.8,0,0,0
pulicaria,Bruin,2014,2014300,300,27-Oct-14,10/27/2014,11,8,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17107.8,1682.7,0,14303.3,0,1121.8,0,0,0
pulicaria,Bruin,2014,2014315,315,11-Nov-14,11/11/2014,11,0,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21454.9,0,0,21034.2,0,420.7,0,0,0
retrocurva,Bruin,2014,2014204,204,23-Jul-14,7/23/2014,186,63,118,0,0,0,0,2,1,1,0,0,NA,NA,NA,0,0,0.010752688,0.005376344,0.005376344,0,0,NA,NA,NA,4347.1,52725.8,7151.6,33234.1,4347.1,0,7993,0,0,0
retrocurva,Bruin,2014,2014216,216,4-Aug-14,8/4/2014,208,78,121,0,0,6,0,2,0,1,0,0,NA,NA,NA,0.028846154,0,0.009615385,0,0.004807692,0,0,NA,NA,NA,24960.6,86380.5,21034.2,21595.1,24960.6,0,18790.6,0,0,0
retrocurva,Bruin,2014,2014230,230,18-Aug-14,8/18/2014,114,53,59,0,0,2,0,0,0,0,0,0,NA,NA,NA,0.01754386,0,0,0,0,0,0,NA,NA,NA,7782.7,40175.5,7993,6731,7782.7,0,17668.8,0,0,0
retrocurva,Bruin,2014,2014245,245,2-Sep-14,9/2/2014,68,25,38,0,0,4,0,1,0,0,0,0,NA,NA,NA,0.058823529,0,0.014705882,0,0,0,0,NA,NA,NA,4837.9,54899.4,20823.9,6941.3,4837.9,0,22296.3,0,0,0
retrocurva,Bruin,2014,2014258,258,15-Sep-14,9/15/2014,161,83,51,0,0,22,0,4,0,1,0,0,NA,NA,NA,0.136645963,0,0.02484472,0,0.00621118,0,0,NA,NA,NA,10937.8,46275.3,9535.5,11218.3,10937.8,560.9,14022.8,0,0,0
retrocurva,Bruin,2014,2014272,272,29-Sep-14,9/29/2014,201,53,142,0,0,4,0,1,1,0,0,0,NA,NA,NA,0.019900498,0,0.004975124,0.004975124,0,0,0,NA,NA,NA,23558.3,49220.1,12830.9,1051.7,23558.3,0,11779.2,0,0,0
retrocurva,Bruin,2014,2014287,287,14-Oct-14,10/14/2014,238,49,183,2,0,1,0,1,2,0,0,0,NA,NA,NA,0.004201681,0,0.004201681,0.008403361,0,0,0,NA,NA,NA,31411.1,45994.9,6731,0,31411.1,0,7852.8,0,0,0
retrocurva,Bruin,2014,2014300,300,27-Oct-14,10/27/2014,218,63,118,34,1,1,0,1,0,0,0,0,NA,NA,NA,0.004587156,0,0.004587156,0,0,0,0,NA,NA,NA,14303.3,17107.8,1682.7,0,14303.3,0,1121.8,0,0,0
retrocurva,Bruin,2014,2014315,315,11-Nov-14,11/11/2014,483,113,193,168,6,0,0,3,0,0,0,0,NA,NA,NA,0,0,0.00621118,0,0,0,0,NA,NA,NA,21034.2,21454.9,0,0,21034.2,0,420.7,0,0,0
ceriodaphnia,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,35,27,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,430,108962.9,80840.7,4730,15050.1,430,7912.1,0,0,0
ceriodaphnia,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,91,39,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,215,72312.2,64070.5,860,6306.7,215,860,0,0,0
ceriodaphnia,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,4,3,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7,49307.1,34400.3,860,12900.1,286.7,860,0,0,0
ceriodaphnia,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,154801.3,82560.7,430,70520.6,430,860,0,0,0
ceriodaphnia,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,67,27,40,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,3440,102125.8,75680.6,2365,20210.2,3440,430,0,0,0
ceriodaphnia,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,10,0,4,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580,167558,78690.6,573.3,84567.4,2580,1146.7,0,0,0
ceriodaphnia,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,8,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,183181.4,125991,1720,53750.4,1290,430,0,0,0
ceriodaphnia,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,65360.5,46010.4,430,18060.1,430,430,0,0,0
dentifera,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,347,128,210,0,0,1,0,0,1,0,0,0,NA,NA,NA,0.002881844,0,0,0.002881844,0,0,0,NA,NA,NA,80840.7,108962.9,80840.7,4730,15050.1,430,7912.1,0,0,0
dentifera,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,300,93,204,0,0,1,0,0,1,1,0,0,NA,NA,NA,0.003333333,0,0,0.003333333,0.003333333,0,0,NA,NA,NA,64070.5,72312.2,64070.5,860,6306.7,215,860,0,0,0
dentifera,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,215,139,64,0,0,1,0,0,11,0,0,0,NA,NA,NA,0.004651163,0,0,0.051162791,0,0,0,NA,NA,NA,38270.3,45150.3,38270.3,860,3870,0,2150,0,0,0
dentifera,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,244,103,124,0,0,1,0,2,11,0,0,0,NA,NA,NA,0.004098361,0,0.008196721,0.045081967,0,0,0,NA,NA,NA,34400.3,49307.1,34400.3,860,12900.1,286.7,860,0,0,0
dentifera,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,251,66,180,0,0,3,0,0,2,0,0,0,NA,NA,NA,0.011952191,0,0,0.007968127,0,0,0,NA,NA,NA,82560.7,154801.3,82560.7,430,70520.6,430,860,0,0,0
dentifera,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,200,95,88,0,0,14,0,1,0,0,0,0,NA,NA,NA,0.07,0,0.005,0,0,0,0,NA,NA,NA,75680.6,102125.8,75680.6,2365,20210.2,3440,430,0,0,0
dentifera,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,357,88,222,23,1,12,0,1,10,0,0,0,NA,NA,NA,0.033613445,0,0.00280112,0.028011204,0,0,0,NA,NA,NA,78690.6,167558,78690.6,573.3,84567.4,2580,1146.7,0,0,0
dentifera,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,574,148,275,136,6,9,0,0,0,0,0,0,NA,NA,NA,0.015679443,0,0,0,0,0,0,NA,NA,NA,125991,183181.4,125991,1720,53750.4,1290,430,0,0,0
dentifera,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,227,102,52,29,41,3,0,0,0,0,0,0,NA,NA,NA,0.013215859,0,0,0,0,0,0,NA,NA,NA,46010.4,65360.5,46010.4,430,18060.1,430,430,0,0,0
dubia,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,253,126,126,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.003952569,0,0,0,NA,NA,NA,7912.1,108962.9,80840.7,4730,15050.1,430,7912.1,0,0,0
dubia,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,39,8,31,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860,72312.2,64070.5,860,6306.7,215,860,0,0,0
dubia,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,16,10,4,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150,45150.3,38270.3,860,3870,0,2150,0,0,0
dubia,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,16,9,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,49307.1,34400.3,860,12900.1,286.7,860,0,0,0
dubia,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,18,10,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,154801.3,82560.7,430,70520.6,430,860,0,0,0
dubia,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,5,1,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,102125.8,75680.6,2365,20210.2,3440,430,0,0,0
dubia,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,5,1,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7,167558,78690.6,573.3,84567.4,2580,1146.7,0,0,0
dubia,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,11,6,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,183181.4,125991,1720,53750.4,1290,430,0,0,0
dubia,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,6,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,65360.5,46010.4,430,18060.1,430,430,0,0,0
pulicaria,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,177,80,97,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4730,108962.9,80840.7,4730,15050.1,430,7912.1,0,0,0
pulicaria,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,43,17,26,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860,72312.2,64070.5,860,6306.7,215,860,0,0,0
pulicaria,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,35,21,14,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860,45150.3,38270.3,860,3870,0,2150,0,0,0
pulicaria,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,11,8,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,49307.1,34400.3,860,12900.1,286.7,860,0,0,0
pulicaria,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,44,28,16,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2365,102125.8,75680.6,2365,20210.2,3440,430,0,0,0
pulicaria,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,3,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3,167558,78690.6,573.3,84567.4,2580,1146.7,0,0,0
pulicaria,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,22,8,14,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1720,183181.4,125991,1720,53750.4,1290,430,0,0,0
pulicaria,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,65360.5,46010.4,430,18060.1,430,430,0,0,0
retrocurva,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,209,74,135,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,15050.1,108962.9,80840.7,4730,15050.1,430,7912.1,0,0,0
retrocurva,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,175,78,95,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,0,0.005714286,0.005714286,0,0,0,NA,NA,NA,6306.7,72312.2,64070.5,860,6306.7,215,860,0,0,0
retrocurva,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,68,39,26,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.044117647,0,0,0,NA,NA,NA,3870,45150.3,38270.3,860,3870,0,2150,0,0,0
retrocurva,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,208,76,126,0,0,0,0,3,3,0,0,0,NA,NA,NA,0,0,0.014423077,0.014423077,0,0,0,NA,NA,NA,12900.1,49307.1,34400.3,860,12900.1,286.7,860,0,0,0
retrocurva,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,230,82,147,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.004347826,0,0,0,0,NA,NA,NA,70520.6,154801.3,82560.7,430,70520.6,430,860,0,0,0
retrocurva,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,203,76,126,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.004926108,0,0,0,NA,NA,NA,20210.2,102125.8,75680.6,2365,20210.2,3440,430,0,0,0
retrocurva,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,353,86,259,6,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.005665722,0,0,0,NA,NA,NA,84567.4,167558,78690.6,573.3,84567.4,2580,1146.7,0,0,0
retrocurva,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,211,80,105,22,0,1,0,0,3,0,0,0,NA,NA,NA,0.004739336,0,0,0.014218009,0,0,0,NA,NA,NA,53750.4,183181.4,125991,1720,53750.4,1290,430,0,0,0
retrocurva,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,214,77,124,11,1,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.004672897,0,0,0,NA,NA,NA,18060.1,65360.5,46010.4,430,18060.1,430,430,0,0,0
ambigua,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,147706.2,80410.7,0,11610.1,15050.1,0,40420.3,215,0
ceriodaphnia,CrookedP,2014,2014204,204,23-Jul-14,7/23/2014,161,49,110,0,0,0,0,1,0,1,0,0,NA,NA,NA,0,0,0.00621118,0,0.00621118,0,0,NA,NA,NA,12900.1,126421,93310.8,0,2150,12900.1,0,17630.1,430,0
ceriodaphnia,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,204,95,106,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.014705882,0,0,0,NA,NA,NA,29670.2,107071,51313.8,286.7,6880.1,29670.2,0,18920.2,0,0
ceriodaphnia,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,210,112,94,0,0,0,0,1,3,0,0,0,NA,NA,NA,0,0,0.004761905,0.014285714,0,0,0,NA,NA,NA,40420.3,123267.7,43860.4,860,7740.1,40420.3,0,30386.9,0,0
ceriodaphnia,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,280,179,90,0,0,1,0,0,4,0,0,0,NA,NA,NA,0.003571429,0,0,0.014285714,0,0,0,NA,NA,NA,28380.2,122551,46010.4,0,14620.1,28380.2,286.7,33253.6,0,0
ceriodaphnia,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,202,108,92,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00990099,0,0,0,NA,NA,NA,20926.8,93712.1,51170.4,0,9288.1,20926.8,0,12326.8,0,0
ceriodaphnia,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,196,113,82,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.005102041,0,0,0,NA,NA,NA,15050.1,147706.2,80410.7,0,11610.1,15050.1,0,40420.3,215,0
ceriodaphnia,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,231,115,92,0,21,1,0,0,2,0,0,0,NA,NA,NA,0.004329004,0,0,0.008658009,0,0,0,NA,NA,NA,27090.2,268465.5,134161.1,286.7,9746.7,27090.2,0,97180.8,0,0
ceriodaphnia,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,126,47,38,0,40,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.007936508,0,0,0,0,NA,NA,NA,9632.1,186220.2,80410.7,0,16626.8,9632.1,0,79550.6,0,0
ceriodaphnia,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,13,6,2,0,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7,83736.1,14190.1,0,8772.1,1146.7,0,59627.2,0,0
dentifera,CrookedP,2014,2014204,204,23-Jul-14,7/23/2014,317,136,175,0,0,2,0,0,4,0,0,0,NA,NA,NA,0.006309148,0,0,0.012618297,0,0,0,NA,NA,NA,93310.8,126421,93310.8,0,2150,12900.1,0,17630.1,430,0
dentifera,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,214,99,107,0,0,4,0,0,4,0,0,0,NA,NA,NA,0.018691589,0,0,0.018691589,0,0,0,NA,NA,NA,51313.8,107071,51313.8,286.7,6880.1,29670.2,0,18920.2,0,0
dentifera,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,205,80,101,0,0,16,0,1,7,0,0,0,NA,NA,NA,0.07804878,0,0.004878049,0.034146341,0,0,0,NA,NA,NA,43860.4,123267.7,43860.4,860,7740.1,40420.3,0,30386.9,0,0
dentifera,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,336,65,202,0,0,39,0,0,2,0,0,0,NA,NA,NA,0.116071429,0,0,0.005952381,0,0,0,NA,NA,NA,46010.4,122551,46010.4,0,14620.1,28380.2,286.7,33253.6,0,0
dentifera,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,272,104,143,0,0,19,0,0,5,0,0,0,NA,NA,NA,0.069852941,0,0,0.018382353,0,0,0,NA,NA,NA,51170.4,93712.1,51170.4,0,9288.1,20926.8,0,12326.8,0,0
dentifera,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,212,71,118,8,0,7,0,0,4,0,0,0,NA,NA,NA,0.033018868,0,0,0.018867925,0,0,0,NA,NA,NA,80410.7,147706.2,80410.7,0,11610.1,15050.1,0,40420.3,215,0
dentifera,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,254,113,91,47,0,1,0,0,1,0,0,0,NA,NA,NA,0.003937008,0,0,0.003937008,0,0,0,NA,NA,NA,134161.1,268465.5,134161.1,286.7,9746.7,27090.2,0,97180.8,0,0
dentifera,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,245,67,38,76,64,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,80410.7,186220.2,80410.7,0,16626.8,9632.1,0,79550.6,0,0
dentifera,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,245,34,4,111,93,1,0,1,1,0,0,0,NA,NA,NA,0.004081633,0,0.004081633,0.004081633,0,0,0,NA,NA,NA,14190.1,83736.1,14190.1,0,8772.1,1146.7,0,59627.2,0,0
parvula,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,209,116,89,0,0,0,0,4,0,0,0,0,NA,NA,NA,0,0,0.019138756,0,0,0,0,NA,NA,NA,18920.2,107071,51313.8,286.7,6880.1,29670.2,0,18920.2,0,0
parvula,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,210,118,88,0,0,0,0,4,0,0,0,0,NA,NA,NA,0,0,0.019047619,0,0,0,0,NA,NA,NA,30386.9,123267.7,43860.4,860,7740.1,40420.3,0,30386.9,0,0
parvula,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,201,63,135,0,0,0,0,3,0,0,0,0,NA,NA,NA,0,0,0.014925373,0,0,0,0,NA,NA,NA,33253.6,122551,46010.4,0,14620.1,28380.2,286.7,33253.6,0,0
parvula,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,203,132,70,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.004926108,0,0,0,NA,NA,NA,12326.8,93712.1,51170.4,0,9288.1,20926.8,0,12326.8,0,0
parvula,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,232,128,91,10,0,1,0,0,0,0,0,0,NA,NA,NA,0.004310345,0,0,0,0,0,0,NA,NA,NA,40420.3,147706.2,80410.7,0,11610.1,15050.1,0,40420.3,215,0
parvula,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,206,69,130,3,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,97180.8,268465.5,134161.1,286.7,9746.7,27090.2,0,97180.8,0,0
parvula,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,239,63,169,7,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,79550.6,186220.2,80410.7,0,16626.8,9632.1,0,79550.6,0,0
parvula,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,247,130,116,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,59627.2,83736.1,14190.1,0,8772.1,1146.7,0,59627.2,0,0
pulicaria,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,104,61,34,0,0,0,0,0,9,0,0,0,NA,NA,NA,0,0,0,0.086538462,0,0,0,NA,NA,NA,286.7,107071,51313.8,286.7,6880.1,29670.2,0,18920.2,0,0
pulicaria,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,123267.7,43860.4,860,7740.1,40420.3,0,30386.9,0,0
pulicaria,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,122551,46010.4,0,14620.1,28380.2,286.7,33253.6,0,0
